time,V_adc_value,V_actual_value,H_adc_value,H_actual_value
0.0,-1,-0.00390625,0,0.0
0.01,-1,-0.00390625,0,0.0
0.04,-1,-0.00390625,-1,-0.00390625
0.05,-3,-0.01171875,-1,-0.00390625
0.07,-2,-0.0078125,-1,-0.00390625
0.09,-3,-0.01171875,0,0.0
0.11,-14,-0.0546875,2,0.0078125
0.13,11,0.04296875,0,0.0
0.15,-6,-0.0234375,1,0.00390625
0.17,-1,-0.00390625,1,0.00390625
0.19,1,0.00390625,0,0.0
0.21,0,0.0,1,0.00390625
0.22,-1,-0.00390625,0,0.0
0.24,-3,-0.01171875,0,0.0
0.26,3,0.01171875,-1,-0.00390625
0.28,0,0.0,0,0.0
0.3,-7,-0.02734375,0,0.0
0.32,-8,-0.03125,-1,-0.00390625
0.34,-1,-0.00390625,0,0.0
0.36,-2,-0.0078125,0,0.0
0.37,-3,-0.01171875,0,0.0
0.39,0,0.0,-1,-0.00390625
0.41,-1,-0.00390625,0,0.0
0.43,0,0.0,0,0.0
0.45,-1,-0.00390625,-1,-0.00390625
0.47,0,0.0,0,0.0
0.49,0,0.0,-1,-0.00390625
0.5,-4,-0.015625,0,0.0
0.52,-1,-0.00390625,-1,-0.00390625
0.54,-1,-0.00390625,-1,-0.00390625
0.56,1,0.00390625,-1,-0.00390625
0.58,0,0.0,0,0.0
0.6,-2,-0.0078125,0,0.0
0.62,-2,-0.0078125,0,0.0
0.63,-2,-0.0078125,1,0.00390625
0.65,-84,-0.328125,-8,-0.03125
0.67,120,0.46875,-10,-0.0390625
0.69,10,0.0390625,3,0.01171875
0.71,-24,-0.09375,2,0.0078125
0.73,-7,-0.02734375,1,0.00390625
0.75,-18,-0.07031250000000001,-2,-0.0078125
0.77,21,0.08203125,0,0.0
0.79,8,0.03125,0,0.0
0.81,-2,-0.0078125,-1,-0.00390625
0.82,-2,-0.0078125,0,0.0
0.84,-1,-0.00390625,-1,-0.00390625
0.87,0,0.0,0,0.0
0.89,-4,-0.015625,-1,-0.00390625
0.9,-4,-0.015625,0,0.0
0.92,-8,-0.03125,-1,-0.00390625
0.94,0,0.0,-1,-0.00390625
0.96,-4,-0.015625,0,0.0
0.98,-3,-0.01171875,0,0.0
1.0,-1,-0.00390625,-1,-0.00390625
1.02,-2,-0.0078125,0,0.0
1.04,0,0.0,0,0.0
1.06,1,0.00390625,0,0.0
1.08,-1,-0.00390625,0,0.0
1.09,-3,-0.01171875,0,0.0
1.11,4,0.015625,-1,-0.00390625
1.13,2,0.0078125,-1,-0.00390625
1.15,3,0.01171875,-1,-0.00390625
1.17,2,0.0078125,-1,-0.00390625
1.19,0,0.0,-5,-0.01953125
1.21,-300,-1.171875,-1,-0.00390625
1.23,328,1.28125,-2,-0.0078125
1.24,12,0.046875,6,0.0234375
1.26,60,0.234375,7,0.02734375
1.28,-5,-0.01953125,0,0.0
1.3,-82,-0.3203125,0,0.0
1.32,-9,-0.03515625000000001,0,0.0
1.34,56,0.21875,0,0.0
1.36,13,0.05078125000000001,-1,-0.00390625
1.38,19,0.07421875,0,0.0
1.39,5,0.01953125,-1,-0.00390625
1.41,-12,-0.046875,-1,-0.00390625
1.43,-13,-0.05078125000000001,0,0.0
1.45,-13,-0.05078125000000001,-1,-0.00390625
1.47,-12,-0.046875,1,0.00390625
1.49,-10,-0.0390625,-2,-0.0078125
1.51,4,0.015625,0,0.0
1.52,-3,-0.01171875,-1,-0.00390625
1.54,-7,-0.02734375,0,0.0
1.56,-5,-0.01953125,-1,-0.00390625
1.58,6,0.0234375,0,0.0
1.6,3,0.01171875,0,0.0
1.62,4,0.015625,0,0.0
1.64,-10,-0.0390625,0,0.0
1.66,-7,-0.02734375,-1,-0.00390625
1.67,10,0.0390625,0,0.0
1.69,11,0.04296875,0,0.0
1.71,-5,-0.01953125,0,0.0
1.73,-134,-0.5234375,0,0.0
1.75,113,0.44140625,0,0.0
1.77,56,0.21875,-2,-0.0078125
1.79,-51,-0.19921875000000003,-1,-0.00390625
1.81,3,0.01171875,3,0.01171875
1.82,-11,-0.04296875,1,0.00390625
1.84,-38,-0.1484375,-2,-0.0078125
1.86,-92,-0.359375,0,0.0
1.88,-1,-0.00390625,1,0.00390625
1.9,40,0.15625,2,0.0078125
1.92,10,0.0390625,1,0.00390625
1.94,3,0.01171875,1,0.00390625
1.96,2,0.0078125,-1,-0.00390625
1.98,1,0.00390625,0,0.0
2.0,0,0.0,0,0.0
2.02,-3,-0.01171875,0,0.0
2.04,-3,-0.01171875,0,0.0
2.05,-4,-0.015625,-1,-0.00390625
2.07,-2,-0.0078125,-1,-0.00390625
2.09,-3,-0.01171875,-1,-0.00390625
2.11,-2,-0.0078125,-1,-0.00390625
2.13,-1,-0.00390625,0,0.0
2.15,-3,-0.01171875,-1,-0.00390625
2.17,-1,-0.00390625,0,0.0
2.18,4,0.015625,0,0.0
2.2,5,0.01953125,0,0.0
2.22,-1,-0.00390625,0,0.0
2.24,-5,-0.01953125,-2,-0.0078125
2.26,-4,-0.015625,-1,-0.00390625
2.28,1,0.00390625,-1,-0.00390625
2.3,-51,-0.19921875000000003,-1,-0.00390625
2.32,61,0.23828125,0,0.0
2.33,8,0.03125,0,0.0
2.35,-21,-0.08203125,0,0.0
2.37,-32,-0.125,0,0.0
2.39,-18,-0.07031250000000001,0,0.0
2.41,15,0.05859375,0,0.0
2.43,13,0.05078125000000001,0,0.0
2.45,4,0.015625,-1,-0.00390625
2.46,-3,-0.01171875,-1,-0.00390625
2.48,-1,-0.00390625,0,0.0
2.5,-4,-0.015625,-1,-0.00390625
2.52,-3,-0.01171875,0,0.0
2.54,0,0.0,0,0.0
2.56,0,0.0,-1,-0.00390625
2.58,-1,-0.00390625,0,0.0
2.6,2,0.0078125,0,0.0
2.62,1,0.00390625,0,0.0
2.64,-2,-0.0078125,0,0.0
2.66,-1,-0.00390625,0,0.0
2.68,-1,-0.00390625,0,0.0
2.69,-2,-0.0078125,0,0.0
2.71,-2,-0.0078125,-1,-0.00390625
2.73,-3,-0.01171875,0,0.0
2.75,1,0.00390625,0,0.0
2.77,0,0.0,-1,-0.00390625
2.79,-5,-0.01953125,-1,-0.00390625
2.81,-3,-0.01171875,-1,-0.00390625
2.83,-1,-0.00390625,0,0.0
2.85,0,0.0,-1,-0.00390625
2.87,0,0.0,-1,-0.00390625
2.88,-6,-0.0234375,-1,-0.00390625
2.9,-4,-0.015625,0,0.0
2.92,-7,-0.02734375,-1,-0.00390625
2.94,9,0.03515625000000001,-1,-0.00390625
2.96,12,0.046875,-1,-0.00390625
2.98,-6,-0.0234375,-1,-0.00390625
3.0,-4,-0.015625,0,0.0
3.02,-4,-0.015625,0,0.0
3.03,-8,-0.03125,0,0.0
3.05,-1,-0.00390625,0,0.0
3.07,-1,-0.00390625,0,0.0
3.09,1,0.00390625,-1,-0.00390625
3.11,-1,-0.00390625,-1,-0.00390625
3.13,-1,-0.00390625,0,0.0
3.15,-3,-0.01171875,0,0.0
3.16,-1,-0.00390625,-1,-0.00390625
3.18,0,0.0,0,0.0
3.2,-1,-0.00390625,0,0.0
3.22,-3,-0.01171875,-1,-0.00390625
3.24,-2,-0.0078125,0,0.0
3.26,0,0.0,-1,-0.00390625
3.28,3,0.01171875,-1,-0.00390625
3.29,0,0.0,-1,-0.00390625
3.31,-3,-0.01171875,-1,-0.00390625
3.33,-2,-0.0078125,0,0.0
3.35,-4,-0.015625,0,0.0
3.37,0,0.0,-1,-0.00390625
3.39,0,0.0,0,0.0
3.41,-1,-0.00390625,0,0.0
3.43,-4,-0.015625,-1,-0.00390625
3.45,-2,-0.0078125,0,0.0
3.46,-25,-0.09765625,-1,-0.00390625
3.48,66,0.2578125,2,0.0078125
3.5,-19,-0.07421875,0,0.0
3.52,-5,-0.01953125,1,0.00390625
3.54,8,0.03125,1,0.00390625
3.56,-1,-0.00390625,0,0.0
3.58,-17,-0.06640625,0,0.0
3.59,10,0.0390625,0,0.0
3.61,3,0.01171875,0,0.0
3.63,5,0.01953125,0,0.0
3.65,2,0.0078125,0,0.0
3.67,-13,-0.05078125000000001,0,0.0
3.69,-5,-0.01953125,0,0.0
3.71,-4,-0.015625,1,0.00390625
3.72,-3,-0.01171875,-1,-0.00390625
3.74,-3,-0.01171875,0,0.0
3.76,-5,-0.01953125,0,0.0
3.78,-5,-0.01953125,0,0.0
3.8,2,0.0078125,-1,-0.00390625
