time,V_adc_value,V_actual_value,H_adc_value,H_actual_value
0.0,5,0.01953125,-1,-0.00390625
0.01,0,0.0,1,0.00390625
0.03,-2,-0.0078125,1,0.00390625
0.05,-2,-0.0078125,-1,-0.00390625
0.07,-1,-0.00390625,0,0.0
0.09,-2,-0.0078125,-1,-0.00390625
0.11,-2,-0.0078125,-1,-0.00390625
0.13,-3,-0.01171875,-1,-0.00390625
0.15,-5,-0.01953125,0,0.0
0.17,-3,-0.01171875,-1,-0.00390625
0.18,-2,-0.0078125,0,0.0
0.2,-3,-0.01171875,-1,-0.00390625
0.22,0,0.0,-1,-0.00390625
0.24,2,0.0078125,0,0.0
0.26,-1,-0.00390625,0,0.0
0.28,-1,-0.00390625,0,0.0
0.3,0,0.0,-1,-0.00390625
0.31,-1,-0.00390625,-1,-0.00390625
0.33,1,0.00390625,0,0.0
0.35,-4,-0.015625,0,0.0
0.37,0,0.0,-3,-0.01171875
0.39,-2,-0.0078125,-1,-0.00390625
0.41,13,0.05078125000000001,-1,-0.00390625
0.43,-11,-0.04296875,0,0.0
0.45,-3,-0.01171875,0,0.0
0.47,1,0.00390625,-1,-0.00390625
0.48,0,0.0,0,0.0
0.5,-4,-0.015625,-2,-0.0078125
0.52,-3,-0.01171875,-2,-0.0078125
0.54,3,0.01171875,-2,-0.0078125
0.56,-4,-0.015625,-1,-0.00390625
0.58,-5,-0.01953125,-1,-0.00390625
0.6,-2,-0.0078125,-1,-0.00390625
0.61,1,0.00390625,-1,-0.00390625
0.63,0,0.0,-1,-0.00390625
0.65,0,0.0,0,0.0
0.67,3,0.01171875,0,0.0
0.69,0,0.0,-1,-0.00390625
0.71,-1,-0.00390625,-1,-0.00390625
0.73,-2,-0.0078125,-1,-0.00390625
0.74,-3,-0.01171875,0,0.0
0.76,-2,-0.0078125,-1,-0.00390625
0.78,-2,-0.0078125,0,0.0
0.8,-3,-0.01171875,0,0.0
0.82,-3,-0.01171875,0,0.0
0.84,-1,-0.00390625,-1,-0.00390625
0.86,1,0.00390625,0,0.0
0.87,1,0.00390625,-1,-0.00390625
0.89,1,0.00390625,-1,-0.00390625
0.91,-17,-0.06640625,0,0.0
0.93,91,0.35546875,1,0.00390625
0.95,5,0.01953125,0,0.0
0.97,5,0.01953125,0,0.0
0.99,-10,-0.0390625,-2,-0.0078125
1.0,-15,-0.05859375,-2,-0.0078125
1.02,7,0.02734375,-1,-0.00390625
1.04,13,0.05078125000000001,-1,-0.00390625
1.06,-3,-0.01171875,-1,-0.00390625
1.08,-8,-0.03125,-1,-0.00390625
1.1,-5,-0.01953125,-1,-0.00390625
1.12,0,0.0,-1,-0.00390625
1.14,-3,-0.01171875,-2,-0.0078125
1.15,-4,-0.015625,0,0.0
1.17,-2,-0.0078125,-1,-0.00390625
1.19,0,0.0,0,0.0
1.21,3,0.01171875,-1,-0.00390625
1.23,-3,-0.01171875,-1,-0.00390625
1.25,1,0.00390625,-1,-0.00390625
