time,V_adc_value,V_actual_value,H_adc_value,H_actual_value
0.0,-1,-0.00390625,0,0.0
0.02,-3,-0.01171875,-1,-0.00390625
0.04,-2,-0.0078125,-1,-0.00390625
0.05,-3,-0.01171875,-1,-0.00390625
0.07,-2,-0.0078125,0,0.0
0.09,-1,-0.00390625,-1,-0.00390625
0.11,-4,-0.015625,-1,-0.00390625
0.13,0,0.0,-1,-0.00390625
0.15,0,0.0,-1,-0.00390625
0.17,0,0.0,0,0.0
0.19,-2,-0.0078125,-1,-0.00390625
0.2,-2,-0.0078125,0,0.0
0.22,-2,-0.0078125,0,0.0
0.24,3,0.01171875,0,0.0
0.26,-3,-0.01171875,0,0.0
0.28,-36,-0.14062500000000003,-2,-0.0078125
0.3,22,0.0859375,-3,-0.01171875
0.32,23,0.08984375,-1,-0.00390625
0.33,-21,-0.08203125,-2,-0.0078125
0.35,-3,-0.01171875,0,0.0
0.37,-3,-0.01171875,-1,-0.00390625
0.39,6,0.0234375,-1,-0.00390625
0.41,-9,-0.03515625000000001,-1,-0.00390625
0.43,1,0.00390625,0,0.0
0.45,2,0.0078125,0,0.0
0.46,-4,-0.015625,0,0.0
0.48,-5,-0.01953125,0,0.0
0.5,-1,-0.00390625,-1,-0.00390625
0.52,-1,-0.00390625,-1,-0.00390625
0.54,-1,-0.00390625,-1,-0.00390625
0.56,0,0.0,-1,-0.00390625
0.58,-1,-0.00390625,0,0.0
0.6,-1,-0.00390625,0,0.0
0.61,-3,-0.01171875,0,0.0
0.63,-2,-0.0078125,0,0.0
0.65,-1,-0.00390625,-1,-0.00390625
0.67,-2,-0.0078125,0,0.0
0.69,0,0.0,0,0.0
0.71,-3,-0.01171875,-1,-0.00390625
0.73,-3,-0.01171875,0,0.0
0.74,-2,-0.0078125,0,0.0
0.76,-3,-0.01171875,-1,-0.00390625
0.78,-2,-0.0078125,-1,-0.00390625
0.8,0,0.0,0,0.0
0.82,0,0.0,-1,-0.00390625
0.84,2,0.0078125,0,0.0
0.86,4,0.015625,0,0.0
0.87,18,0.07031250000000001,-9,-0.03515625000000001
0.89,98,0.3828125,-8,-0.03125
0.91,34,0.1328125,-5,-0.01953125
0.93,-23,-0.08984375,-1,-0.00390625
0.95,67,0.26171875,-2,-0.0078125
0.97,-37,-0.14453125,-1,-0.00390625
0.99,-47,-0.18359375,-2,-0.0078125
1.0,6,0.0234375,-3,-0.01171875
1.02,-2,-0.0078125,-1,-0.00390625
1.04,9,0.03515625000000001,-2,-0.0078125
1.06,12,0.046875,-1,-0.00390625
1.08,1,0.00390625,0,0.0
1.1,-2,-0.0078125,0,0.0
1.12,-4,-0.015625,-1,-0.00390625
1.13,-8,-0.03125,0,0.0
1.15,-4,-0.015625,-1,-0.00390625
1.17,-1,-0.00390625,-1,-0.00390625
1.19,1,0.00390625,0,0.0
1.21,1,0.00390625,-1,-0.00390625
1.23,3,0.01171875,0,0.0
1.25,-8,-0.03125,-1,-0.00390625
1.26,0,0.0,0,0.0
1.28,3,0.01171875,0,0.0
1.3,-2,-0.0078125,-1,-0.00390625
1.32,-3,-0.01171875,0,0.0
1.34,-6,-0.0234375,-1,-0.00390625
1.36,-5,-0.01953125,-1,-0.00390625
1.38,7,0.02734375,0,0.0
1.39,8,0.03125,-1,-0.00390625
1.41,-13,-0.05078125000000001,1,0.00390625
1.43,90,0.3515625,11,0.04296875
1.45,8,0.03125,6,0.0234375
1.47,-38,-0.1484375,3,0.01171875
1.49,54,0.2109375,3,0.01171875
1.51,-19,-0.07421875,0,0.0
1.52,-23,-0.08984375,-4,-0.015625
1.54,-51,-0.19921875000000003,1,0.00390625
1.56,-3,-0.01171875,-4,-0.015625
1.58,26,0.10156250000000001,-1,-0.00390625
1.6,15,0.05859375,-1,-0.00390625
1.62,3,0.01171875,-1,-0.00390625
1.64,-1,-0.00390625,0,0.0
1.66,-8,-0.03125,0,0.0
1.67,0,0.0,-1,-0.00390625
1.69,-2,-0.0078125,0,0.0
1.71,-3,-0.01171875,-1,-0.00390625
1.73,-2,-0.0078125,-1,-0.00390625
1.75,-4,-0.015625,0,0.0
1.77,-3,-0.01171875,0,0.0
