time,V_adc_value,V_actual_value,H_adc_value,H_actual_value
0.0,-66,-0.2578125,112,0.4375
0.01,-62,-0.2421875,-28,-0.109375
0.03,-82,-0.3203125,64,0.25
0.05,27,0.10546875,41,0.16015625
0.07,101,0.39453125,-19,-0.07421875
0.09,115,0.44921875,-12,-0.046875
0.11,70,0.2734375,-5,-0.01953125
0.13,60,0.234375,-1,-0.00390625
0.15,-63,-0.24609375,-1,-0.00390625
0.17,-94,-0.3671875,0,0.0
0.19,-111,-0.43359375,0,0.0
0.21,-80,-0.3125,3,0.01171875
0.22,-96,-0.375,5,0.01953125
0.24,60,0.234375,-6,-0.0234375
0.26,62,0.2421875,-4,-0.015625
0.28,31,0.12109375,-2,-0.0078125
0.3,11,0.04296875,-1,-0.00390625
0.32,0,0.0,0,0.0
0.34,3,0.01171875,1,0.00390625
0.36,-2,-0.0078125,0,0.0
0.38,1,0.00390625,0,0.0
0.39,-2,-0.0078125,0,0.0
0.41,1,0.00390625,-1,-0.00390625
0.43,1,0.00390625,0,0.0
0.45,-2,-0.0078125,0,0.0
0.47,-1,-0.00390625,69,0.26953125
0.49,-531,-2.07421875,-149,-0.58203125
0.51,179,0.69921875,-20,-0.078125
0.53,-36,-0.14062500000000003,-25,-0.09765625
0.55,19,0.07421875,-15,-0.05859375
0.56,102,0.39843750000000006,-10,-0.0390625
0.58,135,0.52734375,-7,-0.02734375
0.6,79,0.30859375,-3,-0.01171875
0.62,-36,-0.14062500000000003,-3,-0.01171875
0.64,-69,-0.26953125,-2,-0.0078125
0.66,-126,-0.4921875,-2,-0.0078125
0.68,-118,-0.46093750000000006,-1,-0.00390625
0.69,-13,-0.05078125000000001,0,0.0
0.71,-4,-0.015625,0,0.0
0.73,33,0.12890625,0,0.0
0.75,42,0.1640625,0,0.0
0.77,22,0.0859375,0,0.0
0.79,11,0.04296875,0,0.0
0.81,0,0.0,0,0.0
0.82,-1,-0.00390625,0,0.0
0.84,2,0.0078125,0,0.0
0.86,-1,-0.00390625,-2,-0.0078125
0.88,0,0.0,0,0.0
0.9,2,0.0078125,0,0.0
0.92,0,0.0,-1,-0.00390625
0.94,-3,-0.01171875,0,0.0
0.95,0,0.0,-5,-0.01953125
0.97,-460,-1.796875,129,0.50390625
0.99,553,2.16015625,63,0.24609375
1.01,-75,-0.29296875,-17,-0.06640625
1.03,-97,-0.37890625,-10,-0.0390625
1.05,57,0.22265625,-12,-0.046875
1.07,560,2.1875,-3,-0.01171875
1.09,40,0.15625,-1,-0.00390625
1.1,-79,-0.30859375,-3,-0.01171875
1.12,-59,-0.23046875000000003,-1,-0.00390625
1.14,-67,-0.26171875,1,0.00390625
1.16,-177,-0.69140625,0,0.0
1.18,-108,-0.421875,-1,-0.00390625
1.2,-142,-0.5546875000000001,4,0.015625
1.22,-45,-0.17578125,-2,-0.0078125
1.24,110,0.4296875,-2,-0.0078125
1.25,79,0.30859375,-1,-0.00390625
1.27,40,0.15625,0,0.0
1.29,12,0.046875,-1,-0.00390625
1.31,5,0.01953125,0,0.0
1.33,1,0.00390625,0,0.0
1.35,3,0.01171875,0,0.0
1.37,-2,-0.0078125,0,0.0
1.38,-3,-0.01171875,0,0.0
1.4,-2,-0.0078125,0,0.0
1.42,1,0.00390625,0,0.0
1.44,-61,-0.23828125,101,0.39453125
1.46,125,0.48828125,19,0.07421875
1.48,-124,-0.484375,27,0.10546875
1.5,12,0.046875,-14,-0.0546875
1.52,-87,-0.33984375000000006,-8,-0.03125
1.53,69,0.26953125,-5,-0.01953125
1.55,311,1.21484375,-2,-0.0078125
1.57,130,0.5078125,-3,-0.01171875
1.59,-33,-0.12890625,-2,-0.0078125
1.61,-63,-0.24609375,0,0.0
1.63,-129,-0.50390625,-1,-0.00390625
1.65,-136,-0.53125,0,0.0
1.66,-107,-0.41796875,-1,-0.00390625
1.68,-77,-0.30078125,-2,-0.0078125
1.7,47,0.18359375,2,0.0078125
1.72,82,0.3203125,1,0.00390625
1.74,41,0.16015625,0,0.0
1.76,15,0.05859375,0,0.0
1.78,6,0.0234375,0,0.0
1.79,3,0.01171875,0,0.0
1.81,-2,-0.0078125,0,0.0
1.83,1,0.00390625,0,0.0
1.85,3,0.01171875,0,0.0
1.87,-1,-0.00390625,-1,-0.00390625
1.89,-3,-0.01171875,0,0.0
1.91,1,0.00390625,-1,-0.00390625
1.93,-11,-0.04296875,51,0.19921875000000003
1.95,-908,-3.546875,120,0.46875
1.96,-98,-0.3828125,117,0.45703125
1.98,-150,-0.5859375,46,0.1796875
2.0,-23,-0.08984375,10,0.0390625
2.02,-7,-0.02734375,8,0.03125
2.04,77,0.30078125,7,0.02734375
2.06,132,0.515625,3,0.01171875
2.08,64,0.25,-2,-0.0078125
2.09,-20,-0.078125,0,0.0
2.11,-80,-0.3125,1,0.00390625
2.13,-128,-0.5,1,0.00390625
2.15,-70,-0.2734375,-2,-0.0078125
2.17,-90,-0.3515625,0,0.0
2.19,16,0.0625,-3,-0.01171875
2.21,67,0.26171875,-2,-0.0078125
2.23,36,0.14062500000000003,-1,-0.00390625
2.25,16,0.0625,-1,-0.00390625
2.26,6,0.0234375,0,0.0
2.28,2,0.0078125,0,0.0
2.3,1,0.00390625,-1,-0.00390625
2.32,-2,-0.0078125,0,0.0
2.34,0,0.0,0,0.0
2.36,1,0.00390625,0,0.0
2.38,0,0.0,0,0.0
2.39,1,0.00390625,-1,-0.00390625
2.41,1,0.00390625,8,0.03125
2.43,-571,-2.2304687500000004,-75,-0.29296875
2.45,97,0.37890625,67,0.26171875
2.47,-91,-0.35546875,70,0.2734375
2.49,0,0.0,34,0.1328125
2.51,-13,-0.05078125000000001,16,0.0625
2.52,82,0.3203125,5,0.01953125
2.54,91,0.35546875,3,0.01171875
2.56,48,0.1875,3,0.01171875
2.58,-13,-0.05078125000000001,3,0.01171875
2.6,-59,-0.23046875000000003,-1,-0.00390625
2.62,-106,-0.4140625,-1,-0.00390625
2.64,-58,-0.2265625,0,0.0
2.65,-62,-0.2421875,0,0.0
2.67,23,0.08984375,-2,-0.0078125
2.69,50,0.1953125,-1,-0.00390625
2.71,24,0.09375,0,0.0
2.73,10,0.0390625,0,0.0
2.75,2,0.0078125,1,0.00390625
2.77,-2,-0.0078125,1,0.00390625
2.79,-2,-0.0078125,0,0.0
2.8,1,0.00390625,-1,-0.00390625
2.82,-4,-0.015625,0,0.0
2.84,-3,-0.01171875,-1,-0.00390625
2.86,1,0.00390625,0,0.0
2.88,-2,-0.0078125,0,0.0
2.9,2,0.0078125,0,0.0
2.92,-68,-0.265625,-26,-0.10156250000000001
2.93,-232,-0.90625,-207,-0.8085937500000001
2.95,31,0.12109375,3,0.01171875
2.97,-153,-0.59765625,1,0.00390625
2.99,67,0.26171875,-5,-0.01953125
3.01,65,0.25390625,10,0.0390625
3.03,52,0.20312500000000003,7,0.02734375
3.05,48,0.1875,1,0.00390625
3.06,-15,-0.05859375,1,0.00390625
3.08,-32,-0.125,1,0.00390625
3.1,-54,-0.2109375,1,0.00390625
3.12,-73,-0.28515625,1,0.00390625
3.14,-42,-0.1640625,2,0.0078125
3.16,-7,-0.02734375,-2,-0.0078125
3.18,20,0.078125,2,0.0078125
3.19,17,0.06640625,0,0.0
3.21,20,0.078125,0,0.0
3.23,12,0.046875,0,0.0
3.25,0,0.0,0,0.0
3.27,2,0.0078125,0,0.0
3.29,0,0.0,0,0.0
3.31,-2,-0.0078125,0,0.0
3.32,-2,-0.0078125,-1,-0.00390625
3.34,0,0.0,0,0.0
3.36,-2,-0.0078125,0,0.0
3.38,1,0.00390625,0,0.0
3.4,-13,-0.05078125000000001,-190,-0.7421875
3.42,629,2.45703125,102,0.39843750000000006
3.44,-27,-0.10546875,32,0.125
3.45,-34,-0.1328125,11,0.04296875
3.47,-20,-0.078125,1,0.00390625
3.49,136,0.53125,3,0.01171875
3.51,118,0.46093750000000006,4,0.015625
3.53,60,0.234375,3,0.01171875
3.55,-29,-0.11328125,1,0.00390625
3.57,-43,-0.16796875,1,0.00390625
3.59,-99,-0.38671875,1,0.00390625
3.6,-98,-0.3828125,2,0.0078125
3.62,-45,-0.17578125,-1,-0.00390625
3.64,11,0.04296875,-2,-0.0078125
3.66,24,0.09375,0,0.0
3.68,32,0.125,0,0.0
3.7,23,0.08984375,0,0.0
3.72,8,0.03125,0,0.0
3.73,3,0.01171875,0,0.0
3.75,-1,-0.00390625,0,0.0
3.77,-3,-0.01171875,0,0.0
3.79,-2,-0.0078125,0,0.0
3.81,2,0.0078125,0,0.0
3.83,-1,-0.00390625,-1,-0.00390625
3.85,-4,-0.015625,0,0.0
3.86,3,0.01171875,-2,-0.0078125
3.88,-21,-0.08203125,-10,-0.0390625
3.9,-680,-2.65625,111,0.43359375
3.92,166,0.6484375,296,1.15625
3.94,-95,-0.37109375,36,0.14062500000000003
3.96,41,0.16015625,37,0.14453125
3.98,30,0.1171875,24,0.09375
3.99,47,0.18359375,8,0.03125
4.01,67,0.26171875,-10,-0.0390625
4.03,27,0.10546875,-1,-0.00390625
4.06,-3,-0.01171875,3,0.01171875
4.08,-50,-0.1953125,1,0.00390625
4.09,-83,-0.32421875,-2,-0.0078125
4.11,-55,-0.21484375,-1,-0.00390625
4.13,-21,-0.08203125,-5,-0.01953125
4.15,0,0.0,1,0.00390625
4.17,39,0.15234375,1,0.00390625
4.19,24,0.09375,0,0.0
4.21,12,0.046875,0,0.0
4.23,4,0.015625,0,0.0
4.25,-2,-0.0078125,0,0.0
4.27,-2,-0.0078125,-1,-0.00390625
4.29,-1,-0.00390625,0,0.0
4.31,0,0.0,0,0.0
4.33,0,0.0,0,0.0
4.35,0,0.0,-1,-0.00390625
4.37,0,0.0,34,0.1328125
4.39,-118,-0.46093750000000006,-96,-0.375
4.42,96,0.375,-10,-0.0390625
4.44,-138,-0.5390625,37,0.14453125
4.45,76,0.296875,10,0.0390625
4.47,132,0.515625,-8,-0.03125
4.49,114,0.4453125,-5,-0.01953125
4.51,47,0.18359375,4,0.015625
4.54,-46,-0.1796875,0,0.0
4.56,-90,-0.3515625,-1,-0.00390625
4.58,-111,-0.43359375,2,0.0078125
4.6,-74,-0.2890625,2,0.0078125
4.62,25,0.09765625,2,0.0078125
4.64,-2,-0.0078125,-2,-0.0078125
4.66,20,0.078125,0,0.0
4.68,29,0.11328125,0,0.0
4.7,16,0.0625,-1,-0.00390625
4.72,3,0.01171875,0,0.0
4.74,1,0.00390625,0,0.0
4.76,1,0.00390625,0,0.0
4.78,-1,-0.00390625,0,0.0
4.8,0,0.0,-1,-0.00390625
4.82,1,0.00390625,-1,-0.00390625
4.84,-1,-0.00390625,0,0.0
4.86,-2,-0.0078125,-1,-0.00390625
4.88,-274,-1.0703125,-26,-0.10156250000000001
4.9,602,2.3515625,67,0.26171875
4.92,-366,-1.4296875,64,0.25
4.94,113,0.44140625,12,0.046875
4.96,106,0.4140625,-11,-0.04296875
4.98,269,1.05078125,-9,-0.03515625000000001
5.0,71,0.27734375000000006,5,0.01953125
5.02,13,0.05078125000000001,2,0.0078125
5.04,-101,-0.39453125,1,0.00390625
5.06,-147,-0.57421875,-2,-0.0078125
5.08,-191,-0.74609375,1,0.00390625
5.09,-74,-0.2890625,1,0.00390625
5.11,-29,-0.11328125,-5,-0.01953125
5.13,43,0.16796875,-8,-0.03125
5.15,68,0.265625,-2,-0.0078125
5.17,45,0.17578125,2,0.0078125
5.19,14,0.0546875,1,0.00390625
5.21,4,0.015625,-1,-0.00390625
5.23,-2,-0.0078125,0,0.0
5.25,-1,-0.00390625,0,0.0
5.27,0,0.0,0,0.0
5.29,1,0.00390625,-1,-0.00390625
5.31,-2,-0.0078125,0,0.0
5.33,-67,-0.26171875,30,0.1171875
5.35,-445,-1.73828125,-84,-0.328125
5.38,128,0.5,34,0.1328125
5.4,-69,-0.26953125,-21,-0.08203125
5.42,7,0.02734375,-7,-0.02734375
5.44,137,0.53515625,6,0.0234375
5.46,192,0.75,4,0.015625
5.48,50,0.1953125,0,0.0
5.5,-36,-0.14062500000000003,0,0.0
5.52,-85,-0.33203125,-1,-0.00390625
5.54,-183,-0.71484375,-3,-0.01171875
5.56,-123,-0.48046875,1,0.00390625
5.58,-24,-0.09375,7,0.02734375
5.6,-7,-0.02734375,3,0.01171875
5.62,54,0.2109375,-5,-0.01953125
5.64,50,0.1953125,-1,-0.00390625
5.66,25,0.09765625,1,0.00390625
5.68,8,0.03125,0,0.0
5.7,1,0.00390625,1,0.00390625
5.72,-2,-0.0078125,0,0.0
5.74,1,0.00390625,0,0.0
5.76,-1,-0.00390625,0,0.0
5.78,-2,-0.0078125,0,0.0
5.8,-2,-0.0078125,0,0.0
5.82,-253,-0.98828125,145,0.56640625
5.84,531,2.07421875,95,0.37109375
5.86,-121,-0.47265625,-6,-0.0234375
5.88,106,0.4140625,15,0.05859375
5.9,-20,-0.078125,-2,-0.0078125
5.92,138,0.5390625,-4,-0.015625
5.94,177,0.69140625,4,0.015625
5.96,104,0.40625000000000006,1,0.00390625
5.98,5,0.01953125,-1,-0.00390625
6.0,-202,-0.7890625,0,0.0
6.02,-141,-0.55078125,0,0.0
6.04,-171,-0.66796875,12,0.046875
6.06,-92,-0.359375,-32,-0.125
6.08,109,0.42578125,-15,-0.05859375
6.1,88,0.34375,3,0.01171875
6.12,41,0.16015625,5,0.01953125
6.14,12,0.046875,-1,-0.00390625
6.16,2,0.0078125,-1,-0.00390625
6.18,-3,-0.01171875,0,0.0
6.2,2,0.0078125,0,0.0
6.22,0,0.0,0,0.0
6.24,0,0.0,0,0.0
6.26,-3,-0.01171875,0,0.0
6.28,-1,-0.00390625,0,0.0
6.3,-1,-0.00390625,-68,-0.265625
6.32,-522,-2.0390625,11,0.04296875
6.34,61,0.23828125,-101,-0.39453125
6.36,-173,-0.6757812500000001,-72,-0.28125000000000006
6.38,66,0.2578125,1,0.00390625
6.4,77,0.30078125,22,0.0859375
6.42,171,0.66796875,6,0.0234375
6.44,78,0.3046875,-4,-0.015625
6.46,-22,-0.0859375,-2,-0.0078125
6.48,-64,-0.25,2,0.0078125
6.5,-130,-0.5078125,0,0.0
6.52,-106,-0.4140625,-1,-0.00390625
6.54,-16,-0.0625,3,0.01171875
6.56,-6,-0.0234375,3,0.01171875
6.58,24,0.09375,-3,-0.01171875
6.6,44,0.171875,-1,-0.00390625
6.62,23,0.08984375,0,0.0
6.64,3,0.01171875,1,0.00390625
6.66,3,0.01171875,0,0.0
6.68,1,0.00390625,-1,-0.00390625
6.7,1,0.00390625,-1,-0.00390625
6.72,-2,-0.0078125,-1,-0.00390625
6.74,1,0.00390625,0,0.0
6.76,1,0.00390625,0,0.0
6.78,1,0.00390625,-1,-0.00390625
6.8,-61,-0.23828125,-192,-0.75
6.82,1304,5.09375,237,0.9257812500000001
6.84,-63,-0.24609375,-17,-0.06640625
6.86,151,0.58984375,38,0.1484375
6.88,301,1.17578125,10,0.0390625
6.9,196,0.765625,-12,-0.046875
6.92,99,0.38671875,-3,-0.01171875
6.94,154,0.6015625,3,0.01171875
6.96,-175,-0.6835937500000001,-1,-0.00390625
6.98,-207,-0.8085937500000001,-1,-0.00390625
7.0,-162,-0.6328125,-1,-0.00390625
7.02,-109,-0.42578125,-1,-0.00390625
7.04,-36,-0.14062500000000003,-7,-0.02734375
7.06,78,0.3046875,-1,-0.00390625
7.08,88,0.34375,1,0.00390625
7.1,44,0.171875,0,0.0
7.12,13,0.05078125000000001,-1,-0.00390625
7.14,4,0.015625,-1,-0.00390625
7.16,2,0.0078125,-1,-0.00390625
7.18,2,0.0078125,0,0.0
7.2,-2,-0.0078125,0,0.0
7.22,0,0.0,0,0.0
7.24,-3,-0.01171875,0,0.0
7.26,-2,-0.0078125,6,0.0234375
7.28,-238,-0.9296875000000001,-22,-0.0859375
7.3,-108,-0.421875,-51,-0.19921875000000003
7.32,-27,-0.10546875,100,0.390625
7.34,69,0.26953125,12,0.046875
7.36,34,0.1328125,-20,-0.078125
