time,V_adc_value,V_actual_value,H_adc_value,H_actual_value
0.0,79,0.30859375,-33,-0.12890625
0.02,-79,-0.30859375,-11,-0.04296875
0.04,85,0.33203125,8,0.03125
0.05,155,0.60546875,5,0.01953125
0.07,49,0.19140625,2,0.0078125
0.09,-16,-0.0625,1,0.00390625
0.11,2,0.0078125,1,0.00390625
0.13,-8,-0.03125,0,0.0
0.15,-49,-0.19140625,0,0.0
0.17,-110,-0.4296875,0,0.0
0.19,-70,-0.2734375,-1,-0.00390625
0.2,-18,-0.07031250000000001,-1,-0.00390625
0.22,6,0.0234375,1,0.00390625
0.24,23,0.08984375,0,0.0
0.26,24,0.09375,0,0.0
0.28,10,0.0390625,0,0.0
0.3,1,0.00390625,-1,-0.00390625
0.32,2,0.0078125,0,0.0
0.33,2,0.0078125,0,0.0
0.35,0,0.0,0,0.0
0.37,2,0.0078125,0,0.0
0.39,2,0.0078125,-1,-0.00390625
0.41,1,0.00390625,0,0.0
0.43,-64,-0.25,-368,-1.4375
0.45,473,1.8476562500000002,-109,-0.42578125
0.47,32,0.125,23,0.08984375
0.48,0,0.0,3,0.01171875
0.5,-27,-0.10546875,7,0.02734375
0.52,13,0.05078125000000001,-3,-0.01171875
0.54,109,0.42578125,0,0.0
0.56,71,0.27734375000000006,1,0.00390625
0.58,-6,-0.0234375,2,0.0078125
0.6,-35,-0.13671875,1,0.00390625
0.61,-44,-0.171875,0,0.0
0.63,-89,-0.34765625,-1,-0.00390625
0.65,-52,-0.20312500000000003,1,0.00390625
0.67,-33,-0.12890625,-2,-0.0078125
0.69,8,0.03125,-3,-0.01171875
0.71,44,0.171875,-1,-0.00390625
0.73,29,0.11328125,-1,-0.00390625
0.74,9,0.03515625000000001,-1,-0.00390625
0.76,5,0.01953125,-1,-0.00390625
0.78,0,0.0,0,0.0
0.8,-3,-0.01171875,0,0.0
0.82,-3,-0.01171875,-1,-0.00390625
0.84,-1,-0.00390625,0,0.0
0.86,-3,-0.01171875,0,0.0
0.87,-3,-0.01171875,-1,-0.00390625
0.89,-5,-0.01953125,-146,-0.5703125
0.91,254,0.9921875,-182,-0.7109375
0.93,-11,-0.04296875,84,0.328125
0.95,12,0.046875,47,0.18359375
0.97,8,0.03125,13,0.05078125000000001
0.99,96,0.375,9,0.03515625000000001
1.0,146,0.5703125,4,0.015625
1.02,98,0.3828125,2,0.0078125
1.04,-35,-0.13671875,2,0.0078125
1.06,-74,-0.2890625,2,0.0078125
1.08,-81,-0.31640625,1,0.00390625
1.1,-103,-0.40234375000000006,0,0.0
1.12,-67,-0.26171875,-4,-0.015625
1.13,-15,-0.05859375,-1,-0.00390625
1.15,56,0.21875,0,0.0
1.17,40,0.15625,0,0.0
1.19,17,0.06640625,0,0.0
1.21,5,0.01953125,0,0.0
1.23,0,0.0,-1,-0.00390625
1.25,2,0.0078125,-1,-0.00390625
1.26,1,0.00390625,-1,-0.00390625
1.28,0,0.0,0,0.0
1.3,1,0.00390625,0,0.0
1.32,1,0.00390625,0,0.0
1.34,0,0.0,0,0.0
1.36,1,0.00390625,4,0.015625
1.38,-307,-1.19921875,31,0.12109375
1.39,138,0.5390625,-70,-0.2734375
1.41,-5,-0.01953125,-39,-0.15234375
1.43,-38,-0.1484375,-21,-0.08203125
1.45,-20,-0.078125,4,0.015625
1.47,-1844,-7.203125,-44,-0.171875
1.49,1384,5.406250000000001,-93,-0.36328125
1.51,-398,-1.5546875,-47,-0.18359375
1.52,-299,-1.16796875,-23,-0.08984375
1.54,195,0.76171875,-9,-0.03515625000000001
1.56,-34,-0.1328125,-7,-0.02734375
1.58,-113,-0.44140625,-4,-0.015625
1.6,-48,-0.1875,1,0.00390625
1.62,6,0.0234375,4,0.015625
1.64,-41,-0.16015625,-2,-0.0078125
1.65,-43,-0.16796875,2,0.0078125
1.67,38,0.1484375,1,0.00390625
1.69,28,0.109375,0,0.0
1.71,21,0.08203125,0,0.0
1.73,9,0.03515625000000001,0,0.0
1.75,-7,-0.02734375,0,0.0
1.77,8,0.03125,0,0.0
1.78,-4,-0.015625,1,0.00390625
1.8,-5,-0.01953125,0,0.0
1.82,-3,-0.01171875,-1,-0.00390625
1.84,96,0.375,59,0.23046875000000003
1.86,-811,-3.16796875,30,0.1171875
1.88,814,3.1796875,-70,-0.2734375
1.9,1223,4.77734375,-36,-0.14062500000000003
1.92,23,0.08984375,-18,-0.07031250000000001
1.93,111,0.43359375,-12,-0.046875
1.95,-279,-1.08984375,-6,-0.0234375
1.97,-118,-0.46093750000000006,-3,-0.01171875
1.99,203,0.79296875,0,0.0
2.01,310,1.2109375,0,0.0
2.03,-48,-0.1875,0,0.0
2.05,-131,-0.51171875,1,0.00390625
2.06,-282,-1.1015625,1,0.00390625
2.08,8,0.03125,-1,-0.00390625
2.1,56,0.21875,-3,-0.01171875
2.12,47,0.18359375,-3,-0.01171875
2.14,30,0.1171875,-1,-0.00390625
2.16,6,0.0234375,0,0.0
2.18,-10,-0.0390625,-2,-0.0078125
2.19,21,0.08203125,0,0.0
2.21,0,0.0,0,0.0
2.23,-12,-0.046875,0,0.0
2.25,1,0.00390625,0,0.0
2.27,3,0.01171875,0,0.0
2.29,-125,-0.48828125,30,0.1171875
2.31,-18,-0.07031250000000001,-21,-0.08203125
2.33,346,1.3515625000000002,233,0.91015625
2.34,7,0.02734375,44,0.171875
2.36,13,0.05078125000000001,36,0.14062500000000003
2.38,-107,-0.41796875,10,0.0390625
2.4,372,1.453125,8,0.03125
2.42,3,0.01171875,5,0.01953125
2.44,-98,-0.3828125,2,0.0078125
2.46,-55,-0.21484375,0,0.0
2.47,-42,-0.1640625,3,0.01171875
2.49,-61,-0.23828125,0,0.0
2.51,-24,-0.09375,0,0.0
2.53,-5,-0.01953125,-1,-0.00390625
2.55,5,0.01953125,-5,-0.01953125
2.57,31,0.12109375,-1,-0.00390625
2.59,16,0.0625,-1,-0.00390625
2.61,6,0.0234375,0,0.0
2.63,3,0.01171875,0,0.0
2.64,0,0.0,0,0.0
2.66,-3,-0.01171875,0,0.0
2.68,1,0.00390625,0,0.0
2.7,-1,-0.00390625,-1,-0.00390625
2.72,-4,-0.015625,0,0.0
2.74,-6,-0.0234375,98,0.3828125
2.76,105,0.41015625,109,0.42578125
2.79,-190,-0.7421875,69,0.26953125
2.81,103,0.40234375000000006,8,0.03125
2.83,53,0.20703125,-21,-0.08203125
2.85,115,0.44921875,-8,-0.03125
2.86,97,0.37890625,4,0.015625
2.88,-19,-0.07421875,4,0.015625
2.9,-67,-0.26171875,0,0.0
2.92,-61,-0.23828125,0,0.0
2.94,-66,-0.2578125,3,0.01171875
2.96,-41,-0.16015625,-4,-0.015625
