time,V_adc_value,V_actual_value,H_adc_value,H_actual_value
0.0,39,0.15234375,-27,-0.10546875
0.02,46,0.1796875,5,0.01953125
0.04,53,0.20703125,6,0.0234375
0.06,3,0.01171875,3,0.01171875
0.07,-21,-0.08203125,2,0.0078125
0.09,-7,-0.02734375,1,0.00390625
0.11,4,0.015625,1,0.00390625
0.13,-23,-0.08984375,0,0.0
0.15,-42,-0.1640625,-2,-0.0078125
0.17,-39,-0.15234375,0,0.0
0.19,-46,-0.1796875,-7,-0.02734375
0.21,11,0.04296875,-5,-0.01953125
0.22,0,0.0,0,0.0
0.24,31,0.12109375,-2,-0.0078125
0.26,21,0.08203125,-2,-0.0078125
0.28,11,0.04296875,0,0.0
0.3,3,0.01171875,0,0.0
0.32,0,0.0,-1,-0.00390625
0.34,-1,-0.00390625,0,0.0
0.35,0,0.0,0,0.0
0.37,0,0.0,0,0.0
0.39,-24,-0.09375,-124,-0.484375
0.41,394,1.5390625,21,0.08203125
0.43,-63,-0.24609375,29,0.11328125
0.45,28,0.109375,19,0.07421875
0.47,12,0.046875,10,0.0390625
0.49,121,0.47265625,3,0.01171875
0.51,98,0.3828125,-1,-0.00390625
0.53,-6,-0.0234375,-2,-0.0078125
0.54,-1,-0.00390625,-1,-0.00390625
0.56,-14,-0.0546875,1,0.00390625
0.58,-34,-0.1328125,0,0.0
0.6,-86,-0.3359375,-1,-0.00390625
0.62,-76,-0.296875,-2,-0.0078125
0.64,-28,-0.109375,-3,-0.01171875
0.66,10,0.0390625,-1,-0.00390625
0.68,30,0.1171875,0,0.0
0.69,31,0.12109375,0,0.0
0.71,14,0.0546875,0,0.0
0.73,5,0.01953125,0,0.0
0.75,2,0.0078125,0,0.0
0.77,1,0.00390625,0,0.0
0.79,0,0.0,0,0.0
0.81,0,0.0,0,0.0
0.83,0,0.0,0,0.0
0.84,-1,-0.00390625,3,0.01171875
0.86,-51,-0.19921875000000003,51,0.19921875000000003
0.88,-313,-1.22265625,-123,-0.48046875
0.9,-159,-0.62109375,-77,-0.30078125
0.92,69,0.26953125,-40,-0.15625
0.94,8,0.03125,-27,-0.10546875
0.96,108,0.421875,-15,-0.05859375
0.97,127,0.49609375,-9,-0.03515625000000001
0.99,28,0.109375,-4,-0.015625
1.01,-24,-0.09375,-3,-0.01171875
1.03,-48,-0.1875,-2,-0.0078125
1.05,-43,-0.16796875,0,0.0
1.07,-41,-0.16015625,-2,-0.0078125
1.09,-81,-0.31640625,0,0.0
1.11,-31,-0.12109375,2,0.0078125
1.12,-42,-0.1640625,3,0.01171875
1.14,14,0.0546875,2,0.0078125
1.16,31,0.12109375,2,0.0078125
1.18,30,0.1171875,1,0.00390625
1.2,14,0.0546875,0,0.0
1.22,5,0.01953125,0,0.0
1.24,-2,-0.0078125,0,0.0
1.25,-2,-0.0078125,0,0.0
1.27,0,0.0,0,0.0
1.29,0,0.0,-1,-0.00390625
1.31,0,0.0,-1,-0.00390625
1.33,-1,-0.00390625,-8,-0.03125
1.35,-212,-0.828125,-46,-0.1796875
1.37,-563,-2.19921875,-56,-0.21875
1.38,105,0.41015625,-17,-0.06640625
1.4,30,0.1171875,-14,-0.0546875
1.42,28,0.109375,-4,-0.015625
