time,V_adc_value,V_actual_value,H_adc_value,H_actual_value
0.0,-45,-0.17578125,48,0.1875
0.02,-28,-0.109375,8,0.03125
0.03,35,0.13671875,-8,-0.03125
0.05,41,0.16015625,-7,-0.02734375
0.07,-26,-0.10156250000000001,-5,-0.01953125
0.09,20,0.078125,-3,-0.01171875
0.11,-7,-0.02734375,-1,-0.00390625
0.13,-21,-0.08203125,-1,-0.00390625
0.15,0,0.0,-1,-0.00390625
0.17,0,0.0,-1,-0.00390625
0.19,-2,-0.0078125,0,0.0
0.2,3,0.01171875,-1,-0.00390625
0.22,0,0.0,0,0.0
0.24,-8,-0.03125,0,0.0
0.26,1,0.00390625,0,0.0
0.28,-1,-0.00390625,-1,-0.00390625
0.3,2,0.0078125,0,0.0
0.32,-9,-0.03515625000000001,-4,-0.015625
0.33,-151,-0.58984375,-2,-0.0078125
0.35,113,0.44140625,-6,-0.0234375
0.37,-35,-0.13671875,-2,-0.0078125
0.39,-42,-0.1640625,-1,-0.00390625
0.41,6,0.0234375,-2,-0.0078125
0.43,4,0.015625,0,0.0
0.45,-1,-0.00390625,-1,-0.00390625
0.47,-5,-0.01953125,-1,-0.00390625
0.48,-9,-0.03515625000000001,0,0.0
0.5,-4,-0.015625,-1,-0.00390625
0.52,-10,-0.0390625,-1,-0.00390625
0.54,5,0.01953125,0,0.0
0.56,1,0.00390625,0,0.0
0.58,-2,-0.0078125,-1,-0.00390625
0.6,-1,-0.00390625,0,0.0
0.61,-4,-0.015625,0,0.0
0.63,6,0.0234375,-3,-0.01171875
0.65,13,0.05078125000000001,2,0.0078125
0.67,1,0.00390625,2,0.0078125
0.69,-40,-0.15625,2,0.0078125
0.71,56,0.21875,2,0.0078125
0.73,-12,-0.046875,1,0.00390625
0.74,-24,-0.09375,0,0.0
0.76,7,0.02734375,0,0.0
0.78,3,0.01171875,-1,-0.00390625
0.8,3,0.01171875,0,0.0
0.82,-1,-0.00390625,0,0.0
0.84,-6,-0.0234375,0,0.0
0.86,0,0.0,0,0.0
0.87,-5,-0.01953125,0,0.0
0.89,0,0.0,0,0.0
0.91,0,0.0,0,0.0
0.93,0,0.0,0,0.0
0.95,0,0.0,0,0.0
0.97,-2,-0.0078125,0,0.0
0.99,4,0.015625,0,0.0
1.01,-1,-0.00390625,0,0.0
1.02,-11,-0.04296875,-1,-0.00390625
1.04,-3,-0.01171875,0,0.0
