time,V_adc_value,V_actual_value,H_adc_value,H_actual_value
0.0,-22,-0.0859375,-1,-0.00390625
0.02,3,0.01171875,0,0.0
0.04,5,0.01953125,-1,-0.00390625
0.06,-7,-0.02734375,-9,-0.03515625000000001
0.08,-8,-0.03125,1,0.00390625
0.1,-4,-0.015625,2,0.0078125
0.12,1,0.00390625,0,0.0
0.13,-1,-0.00390625,-1,-0.00390625
0.15,-3,-0.01171875,-1,-0.00390625
0.17,2,0.0078125,0,0.0
0.19,-7,-0.02734375,0,0.0
0.21,1,0.00390625,-1,-0.00390625
0.23,2,0.0078125,-1,-0.00390625
0.25,0,0.0,-1,-0.00390625
0.26,-18,-0.07031250000000001,0,0.0
0.28,10,0.0390625,0,0.0
0.3,-15,-0.05859375,-1,-0.00390625
0.32,62,0.2421875,-1,-0.00390625
0.34,-13,-0.05078125000000001,-2,-0.0078125
0.36,5,0.01953125,-1,-0.00390625
0.38,-3,-0.01171875,0,0.0
0.4,5,0.01953125,0,0.0
0.41,-1,-0.00390625,0,0.0
0.43,-4,-0.015625,0,0.0
0.45,-8,-0.03125,-1,-0.00390625
0.47,-1,-0.00390625,0,0.0
0.49,0,0.0,0,0.0
0.51,0,0.0,0,0.0
0.53,-2,-0.0078125,0,0.0
0.55,-1,-0.00390625,0,0.0
0.56,1,0.00390625,-1,-0.00390625
0.58,-1,-0.00390625,0,0.0
0.6,1,0.00390625,0,0.0
0.62,1,0.00390625,0,0.0
0.64,-1,-0.00390625,-4,-0.015625
0.66,-113,-0.44140625,21,0.08203125
0.68,150,0.5859375,31,0.12109375
0.69,78,0.3046875,23,0.08984375
0.71,-36,-0.14062500000000003,14,0.0546875
0.73,-9,-0.03515625000000001,8,0.03125
0.75,3,0.01171875,5,0.01953125
0.77,9,0.03515625000000001,3,0.01171875
0.79,-14,-0.0546875,1,0.00390625
0.81,-10,-0.0390625,1,0.00390625
0.82,-5,-0.01953125,3,0.01171875
0.84,-2,-0.0078125,1,0.00390625
0.86,0,0.0,1,0.00390625
0.88,-9,-0.03515625000000001,0,0.0
0.9,8,0.03125,0,0.0
0.92,-5,-0.01953125,0,0.0
0.94,0,0.0,1,0.00390625
0.96,2,0.0078125,0,0.0
0.97,3,0.01171875,0,0.0
0.99,0,0.0,0,0.0
1.01,-433,-1.69140625,36,0.14062500000000003
1.03,350,1.3671875000000002,40,0.15625
1.05,41,0.16015625,17,0.06640625
1.07,-1,-0.00390625,65,0.25390625
1.09,13,0.05078125000000001,49,0.19140625
1.1,11,0.04296875,23,0.08984375
1.12,-2,-0.0078125,9,0.03515625000000001
1.14,-11,-0.04296875,7,0.02734375
1.16,-14,-0.0546875,3,0.01171875
