time,V_adc_value,V_actual_value,H_adc_value,H_actual_value
0.0,-3,-0.01171875,0,0.0
0.02,-3,-0.01171875,-1,-0.00390625
0.04,-7,-0.02734375,0,0.0
0.06,-3,-0.01171875,-1,-0.00390625
0.08,-10,-0.0390625,-2,-0.0078125
0.1,11,0.04296875,-1,-0.00390625
0.12,-6,-0.0234375,0,0.0
0.14,9,0.03515625000000001,0,0.0
0.16,0,0.0,-1,-0.00390625
0.18,1,0.00390625,0,0.0
0.19,-15,-0.05859375,5,0.01953125
0.21,355,1.38671875,95,0.37109375
0.23,-69,-0.26953125,46,0.1796875
0.25,-38,-0.1484375,30,0.1171875
0.27,85,0.33203125,16,0.0625
0.29,10,0.0390625,5,0.01953125
0.31,-4,-0.015625,4,0.015625
0.33,17,0.06640625,0,0.0
0.34,-16,-0.0625,-1,-0.00390625
0.36,-15,-0.05859375,-2,-0.0078125
0.38,-6,-0.0234375,-1,-0.00390625
0.4,-10,-0.0390625,0,0.0
0.42,-12,-0.046875,0,0.0
0.44,-5,-0.01953125,0,0.0
0.46,0,0.0,0,0.0
0.48,-2,-0.0078125,0,0.0
0.5,11,0.04296875,-1,-0.00390625
0.51,2,0.0078125,0,0.0
0.53,2,0.0078125,11,0.04296875
0.55,-574,-2.2421875000000004,-133,-0.51953125
0.57,674,2.6328125,-30,-0.1171875
0.59,122,0.4765625,88,0.34375
0.61,-103,-0.40234375000000006,49,0.19140625
0.63,70,0.2734375,25,0.09765625
0.65,-8,-0.03125,15,0.05859375
0.66,14,0.0546875,11,0.04296875
0.68,36,0.14062500000000003,7,0.02734375
0.7,-12,-0.046875,3,0.01171875
0.72,-27,-0.10546875,6,0.0234375
0.74,-22,-0.0859375,17,0.06640625
0.76,-10,-0.0390625,8,0.03125
0.78,0,0.0,5,0.01953125
0.79,5,0.01953125,2,0.0078125
0.81,4,0.015625,2,0.0078125
0.83,-9,-0.03515625000000001,-1,-0.00390625
0.85,3,0.01171875,-4,-0.015625
0.87,-5,-0.01953125,-3,-0.01171875
0.89,-8,-0.03125,-2,-0.0078125
0.91,3,0.01171875,-9,-0.03515625000000001
0.93,-175,-0.6835937500000001,65,0.25390625
0.94,352,1.375,82,0.3203125
0.96,-110,-0.4296875,46,0.1796875
0.98,-49,-0.19140625,24,0.09375
1.0,45,0.17578125,13,0.05078125000000001
1.02,-5,-0.01953125,8,0.03125
1.04,7,0.02734375,4,0.015625
1.06,10,0.0390625,3,0.01171875
1.07,0,0.0,1,0.00390625
1.09,-15,-0.05859375,0,0.0
1.11,1,0.00390625,0,0.0
1.13,0,0.0,0,0.0
1.15,-5,-0.01953125,0,0.0
1.17,-1,-0.00390625,1,0.00390625
1.19,1,0.00390625,0,0.0
1.2,-7,-0.02734375,-2,-0.0078125
1.22,8,0.03125,-2,-0.0078125
1.24,-4,-0.015625,-1,-0.00390625
1.26,0,0.0,0,0.0
1.28,-11,-0.04296875,-1,-0.00390625
1.3,2,0.0078125,3,0.01171875
1.32,-7,-0.02734375,1,0.00390625
1.34,-4,-0.015625,1,0.00390625
1.35,110,0.4296875,-19,-0.07421875
1.37,-17,-0.06640625,-8,-0.03125
1.39,-28,-0.109375,-2,-0.0078125
1.41,10,0.0390625,-1,-0.00390625
1.43,8,0.03125,0,0.0
1.45,-3,-0.01171875,-1,-0.00390625
1.47,8,0.03125,0,0.0
1.49,-14,-0.0546875,0,0.0
1.5,3,0.01171875,0,0.0
1.52,3,0.01171875,-1,-0.00390625
1.54,-6,-0.0234375,-1,-0.00390625
1.56,-8,-0.03125,-1,-0.00390625
1.58,-6,-0.0234375,0,0.0
1.6,5,0.01953125,-1,-0.00390625
1.62,-67,-0.26171875,8,0.03125
1.64,40,0.15625,4,0.015625
1.66,-14,-0.0546875,0,0.0
1.67,12,0.046875,-1,-0.00390625
1.69,4,0.015625,0,0.0
1.71,0,0.0,0,0.0
1.73,-1,-0.00390625,0,0.0
1.75,0,0.0,0,0.0
1.77,4,0.015625,-1,-0.00390625
1.79,-3,-0.01171875,0,0.0
1.81,-2,-0.0078125,1,0.00390625
1.82,-1,-0.00390625,0,0.0
1.84,-5,-0.01953125,-1,-0.00390625
1.86,-5,-0.01953125,0,0.0
1.88,-5,-0.01953125,0,0.0
1.9,1,0.00390625,-1,-0.00390625
1.92,0,0.0,0,0.0
1.94,-1,-0.00390625,0,0.0
1.96,-15,-0.05859375,42,0.1640625
1.97,46,0.1796875,-173,-0.6757812500000001
1.99,-24,-0.09375,-23,-0.08984375
2.01,34,0.1328125,2,0.0078125
2.03,14,0.0546875,5,0.01953125
2.05,5,0.01953125,5,0.01953125
2.07,-7,-0.02734375,4,0.015625
2.09,9,0.03515625000000001,2,0.0078125
2.11,-6,-0.0234375,1,0.00390625
2.12,0,0.0,0,0.0
2.14,4,0.015625,0,0.0
2.16,-15,-0.05859375,-1,-0.00390625
2.18,-5,-0.01953125,0,0.0
2.2,5,0.01953125,-1,-0.00390625
2.22,-6,-0.0234375,-1,-0.00390625
2.24,-8,-0.03125,0,0.0
2.26,-8,-0.03125,-1,-0.00390625
2.27,2,0.0078125,0,0.0
2.29,5,0.01953125,1,0.00390625
2.31,2,0.0078125,0,0.0
2.33,-24,-0.09375,36,0.14062500000000003
2.35,373,1.45703125,118,0.46093750000000006
2.37,-503,-1.96484375,-29,-0.11328125
2.39,-55,-0.21484375,-61,-0.23828125
2.4,164,0.640625,-35,-0.13671875
2.42,11,0.04296875,-15,-0.05859375
2.44,36,0.14062500000000003,-9,-0.03515625000000001
2.46,24,0.09375,-6,-0.0234375
2.48,-37,-0.14453125,-3,-0.01171875
2.5,-29,-0.11328125,-5,-0.01953125
2.52,-44,-0.171875,-3,-0.01171875
2.54,-34,-0.1328125,-3,-0.01171875
2.55,-23,-0.08984375,-1,-0.00390625
2.57,-43,-0.16796875,0,0.0
2.59,-44,-0.171875,0,0.0
2.61,11,0.04296875,1,0.00390625
2.63,33,0.12890625,1,0.00390625
2.65,20,0.078125,1,0.00390625
2.67,11,0.04296875,0,0.0
2.69,5,0.01953125,8,0.03125
2.71,-516,-2.015625,39,0.15234375
2.73,309,1.20703125,-57,-0.22265625
2.75,-109,-0.42578125,-70,-0.2734375
2.77,-81,-0.31640625,-37,-0.14453125
2.78,54,0.2109375,-21,-0.08203125
2.8,-22,-0.0859375,-13,-0.05078125000000001
2.82,5,0.01953125,-7,-0.02734375
2.84,-12,-0.046875,-4,-0.015625
2.86,-11,-0.04296875,-2,-0.0078125
2.88,-4,-0.015625,-2,-0.0078125
2.9,-10,-0.0390625,-2,-0.0078125
2.92,3,0.01171875,-2,-0.0078125
2.93,-8,-0.03125,0,0.0
2.95,0,0.0,-1,-0.00390625
2.97,-24,-0.09375,-1,-0.00390625
2.99,-1,-0.00390625,0,0.0
3.01,8,0.03125,-1,-0.00390625
3.03,3,0.01171875,-1,-0.00390625
3.05,4,0.015625,-1,-0.00390625
3.07,0,0.0,-1,-0.00390625
3.08,0,0.0,-16,-0.0625
3.1,227,0.88671875,-80,-0.3125
3.12,-35,-0.13671875,-25,-0.09765625
3.14,-101,-0.39453125,-15,-0.05859375
3.16,46,0.1796875,-6,-0.0234375
3.18,-6,-0.0234375,-4,-0.015625
3.2,-7,-0.02734375,-1,-0.00390625
3.22,-13,-0.05078125000000001,-1,-0.00390625
3.23,2,0.0078125,-2,-0.0078125
3.25,-4,-0.015625,0,0.0
3.27,-8,-0.03125,-2,-0.0078125
3.29,10,0.0390625,-1,-0.00390625
3.31,-3,-0.01171875,-1,-0.00390625
3.33,13,0.05078125000000001,0,0.0
3.35,-6,-0.0234375,0,0.0
3.37,-14,-0.0546875,0,0.0
3.38,3,0.01171875,0,0.0
3.4,1,0.00390625,-1,-0.00390625
3.42,2,0.0078125,1,0.00390625
3.44,-4,-0.015625,-4,-0.015625
3.46,-80,-0.3125,-3,-0.01171875
3.48,77,0.30078125,-7,-0.02734375
3.5,-48,-0.1875,-6,-0.0234375
3.52,-12,-0.046875,-4,-0.015625
3.53,8,0.03125,-2,-0.0078125
3.55,18,0.07031250000000001,-2,-0.0078125
3.57,-15,-0.05859375,-1,-0.00390625
3.59,-4,-0.015625,-1,-0.00390625
3.61,1,0.00390625,0,0.0
3.63,-18,-0.07031250000000001,0,0.0
3.65,9,0.03515625000000001,0,0.0
3.66,-2,-0.0078125,0,0.0
3.68,3,0.01171875,0,0.0
3.7,-4,-0.015625,-1,-0.00390625
3.72,-2,-0.0078125,0,0.0
3.74,0,0.0,0,0.0
3.76,-1,-0.00390625,0,0.0
3.78,-31,-0.12109375,3,0.01171875
3.8,7,0.02734375,0,0.0
3.82,1,0.00390625,-1,-0.00390625
3.84,26,0.10156250000000001,4,0.015625
3.86,26,0.10156250000000001,-2,-0.0078125
3.88,-31,-0.12109375,-1,-0.00390625
3.9,5,0.01953125,1,0.00390625
